BGGId,Exploration,Miniatures,Territory Building,Card Game,Educational,Puzzle,Collectible Components,Word Game,Print & Play,Electronic
322,0,0,0,0,0,0,0,0,0,0
323,0,0,1,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,1
328,0,0,0,1,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0
332,0,0,0,0,0,0,0,0,0,0
333,0,0,0,1,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0
337,0,0,0,1,0,0,0,0,0,0
338,0,0,0,1,0,0,0,0,0,0
339,0,0,0,1,0,0,0,1,0,0
340,0,0,0,1,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0,0
343,0,0,0,1,0,0,0,0,0,0
344,0,0,0,1,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0
349,0,0,0,1,0,0,0,0,0,0
350,0,0,0,1,0,0,0,0,0,0
352,0,0,0,1,0,0,0,0,0,0
353,0,0,0,1,0,0,0,0,0,0
354,0,0,0,1,0,0,0,0,0,0
355,0,0,1,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0,0,0
359,0,0,0,1,0,0,0,0,0,0
360,0,0,0,1,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0
363,0,0,0,1,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0
365,0,0,0,1,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0
367,0,0,0,1,0,0,0,0,0,0
368,0,0,0,1,0,0,0,0,0,0
369,0,0,0,1,0,1,0,0,0,0
371,0,0,0,1,0,0,0,0,0,0
372,0,0,0,1,0,0,0,0,0,0
373,0,0,0,1,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0
376,0,0,0,1,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0
379,0,0,0,1,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0
381,0,0,0,1,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0
387,0,0,0,1,0,0,0,0,0,0
388,0,0,0,1,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0
391,0,0,0,1,0,0,0,0,0,0
392,0,0,0,1,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0
396,0,0,0,1,0,0,0,0,0,0
397,0,0,0,0,0,0,1,0,0,0
398,0,0,0,1,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0,0
408,0,0,0,1,0,0,0,0,0,0
409,0,0,0,1,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0
412,0,0,0,1,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0
415,0,0,0,1,0,0,0,0,0,0
416,0,0,0,0,0,0,0,1,0,0
417,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0
427,0,0,0,1,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0,0,0
430,0,0,0,1,0,0,0,0,0,0
431,0,0,0,1,0,0,0,0,0,0
432,0,0,0,1,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0,0,0
434,0,0,0,1,0,0,0,0,0,0
436,0,0,0,1,0,0,0,0,0,0
437,0,0,0,0,0,1,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,1,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0,0
451,0,0,0,1,0,0,0,0,0,0
452,0,0,0,1,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0
457,0,0,0,1,0,0,0,0,0,0
458,0,0,0,1,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0,0,0
463,0,0,0,1,0,0,1,0,0,0
464,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0
472,1,0,0,0,0,0,0,0,0,0
473,0,0,0,1,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0,0
476,0,0,0,1,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0,0
478,0,0,0,1,0,0,0,0,0,0
479,0,0,0,1,0,0,0,0,0,0
481,0,0,1,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,1,0,0,0
485,0,0,0,1,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0,0,0
488,0,0,0,1,0,0,0,0,0,0
489,0,0,0,1,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0,1,0
491,0,0,1,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0,0,0
496,0,0,0,1,0,0,0,0,0,0
497,0,0,0,1,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0,0,0
506,0,0,0,1,0,0,0,0,1,0
507,0,0,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0,0,0
509,0,0,0,1,0,0,0,0,0,0
510,1,0,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0,0,0
524,0,0,0,1,0,0,0,0,0,0
525,0,0,0,1,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0
533,0,0,0,1,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0
535,0,0,0,1,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0
542,0,0,0,1,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0,0
549,0,1,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,1,0,0
551,0,0,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0,0
553,0,0,0,1,0,0,0,0,0,0
554,0,0,1,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0,0
556,0,0,0,1,0,0,0,0,0,0
557,0,0,0,0,0,1,0,0,0,0
558,0,0,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0
563,0,0,0,1,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0
565,0,0,0,1,0,0,0,0,0,0
566,0,0,0,0,0,0,0,0,0,0
568,0,0,0,1,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0
572,0,1,0,0,0,0,0,0,0,0
573,0,0,0,0,0,0,0,0,0,0
574,0,0,0,1,0,0,0,0,0,0
575,0,0,0,1,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,0,0
586,0,0,0,1,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,0
590,0,0,0,1,0,0,0,0,0,0
592,0,0,0,1,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0
594,0,0,0,1,0,0,0,0,0,0
595,0,0,0,0,0,0,0,1,0,0
600,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,1,0,0
602,0,0,0,1,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0
605,0,0,0,1,0,0,0,0,0,0
606,0,0,0,1,0,0,0,0,0,0
607,0,0,0,1,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0
610,0,0,0,1,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0
612,0,0,0,0,0,0,0,0,0,0
613,0,0,0,0,0,0,0,0,0,0
614,0,0,0,0,0,1,0,0,0,0
617,0,0,0,1,0,0,0,0,0,0
618,0,0,0,1,0,0,1,0,0,0
619,0,0,0,1,0,0,0,0,0,0
620,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,1,0,0
622,0,0,0,1,0,0,0,0,0,0
623,0,0,0,0,0,0,0,0,0,0
624,0,0,0,0,0,0,0,0,0,0
625,0,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,1,0,0,0,0
630,0,0,0,0,0,0,0,1,0,0
631,0,0,0,1,0,0,0,0,0,0
632,0,0,0,1,0,0,0,0,0,0
633,0,0,0,1,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0
635,0,0,0,1,0,0,0,0,0,0
637,0,0,0,1,0,0,0,0,0,0
638,0,0,0,1,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0
643,0,0,0,0,0,0,1,0,0,0
644,0,0,0,1,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0,0,0
646,0,0,0,1,0,0,0,0,0,0
647,0,0,0,1,0,0,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0
650,0,1,0,0,0,0,0,0,0,0
651,0,0,0,1,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0
653,0,0,0,1,0,0,0,0,0,0
655,0,0,0,1,0,0,0,0,0,0
657,0,0,0,1,0,0,0,0,0,0
660,0,0,0,1,0,0,0,0,0,0
661,0,0,0,1,0,0,0,0,0,0
663,0,0,0,1,0,0,0,0,0,0
665,0,0,0,0,0,0,0,0,0,1
666,0,0,0,1,0,0,0,0,0,0
668,0,0,0,0,0,0,0,0,0,0
669,0,0,0,1,0,0,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0
671,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,0,0
676,0,0,0,1,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0
684,0,0,0,1,0,0,0,0,0,0
685,0,0,0,1,0,0,0,0,0,0
686,0,0,0,1,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0,0
691,0,0,0,0,0,0,0,0,0,0
692,0,0,0,0,0,0,0,0,0,0
695,0,0,0,0,0,0,0,0,0,0
696,0,0,0,1,0,0,0,0,0,0
697,0,0,0,0,0,0,0,0,0,0
698,0,0,0,1,0,0,0,0,0,0
699,1,0,0,0,0,0,0,0,0,0
700,0,1,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0
712,0,1,0,0,0,0,0,0,0,0
713,0,0,0,1,0,0,0,0,0,0
714,1,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0
718,0,0,0,1,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0
721,1,0,0,0,1,0,0,0,0,0
723,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0
756,0,0,0,1,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0,0
759,0,0,0,0,0,0,0,0,0,0
760,0,0,0,1,0,0,0,0,0,0
761,0,0,0,1,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,1,0,0
765,0,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,0,0
